iter	MultiRMSE
615	1.432548584
616	1.432465587
617	1.432378084
618	1.432275525
619	1.432222378
620	1.432115777
621	1.432043383
622	1.431954062
623	1.43185834
624	1.431778675
625	1.431680957
626	1.431583968
627	1.431519359
628	1.431436903
629	1.431356049
630	1.431276643
631	1.431174442
632	1.431081141
633	1.431018633
634	1.4309214
635	1.430811505
636	1.430717458
637	1.430635459
638	1.43057408
639	1.430476423
640	1.430395942
641	1.430324312
642	1.430215973
643	1.430137728
644	1.430059767
645	1.429959511
646	1.429851425
647	1.429757612
648	1.429633941
649	1.429543015
650	1.429452032
651	1.429342089
652	1.429242842
653	1.429179861
654	1.429091252
655	1.429005084
656	1.428910431
657	1.428851692
658	1.42875859
659	1.428682131
660	1.428587351
661	1.428460466
662	1.428390975
663	1.428283503
664	1.428197508
665	1.428127892
666	1.428011364
667	1.427929745
668	1.427862262
669	1.427755221
670	1.427668705
671	1.427556713
672	1.427499769
673	1.427440228
674	1.427359042
675	1.427294012
676	1.427190727
677	1.427111708
678	1.427042641
679	1.426972079
680	1.426878562
681	1.426800024
682	1.426729597
683	1.426646089
684	1.426543017
685	1.426436862
686	1.426388932
687	1.426306179
688	1.426221813
689	1.426119855
690	1.426029681
691	1.425963831
692	1.425847996
693	1.425748327
694	1.425682118
695	1.42558202
696	1.42548242
697	1.425412867
698	1.425312613
699	1.425226893
700	1.425126654
701	1.425031054
702	1.424935137
703	1.424858655
704	1.424764801
705	1.424655589
706	1.424615802
707	1.424508416
708	1.424388006
709	1.424301569
710	1.424208971
711	1.424126972
712	1.424040993
713	1.423955377
714	1.423900044
715	1.423835369
716	1.423770761
717	1.423665665
718	1.423572168
719	1.423501785
720	1.42341732
721	1.423342183
722	1.423276921
723	1.423198603
724	1.423111819
725	1.423021962
726	1.422938273
727	1.422866591
728	1.422785961
729	1.422714883
730	1.422602603
731	1.422546701
732	1.422455826
733	1.422371703
734	1.422280827
735	1.422220272
736	1.422102449
737	1.422027642
738	1.421950264
739	1.421828747
740	1.421753377
741	1.421672455
742	1.421563144
743	1.421494253
744	1.421406742
745	1.42131157
746	1.421220187
747	1.421114055
748	1.421016448
749	1.42093623
750	1.420870141
751	1.420770005
752	1.420680675
753	1.420586435
754	1.420514464
755	1.420440396
756	1.420356618
757	1.420296588
758	1.420226128
759	1.420132273
760	1.420033996
761	1.419980103
762	1.419910086
763	1.419840818
764	1.419766041
765	1.41969599
766	1.419615398
767	1.4195355
768	1.419474925
769	1.419365917
770	1.419272466
771	1.419185076
772	1.419108531
773	1.419025332
774	1.418959429
775	1.418883247
776	1.418805136
777	1.418695067
778	1.41864069
779	1.418575793
780	1.418490525
781	1.41842379
782	1.418359346
783	1.418281914
784	1.418209065
785	1.418128642
786	1.418048881
787	1.417980034
788	1.417870553
789	1.417805487
790	1.417740012
791	1.41765171
792	1.417567647
793	1.417469711
794	1.417376259
795	1.417291303
796	1.417164778
797	1.417117338
798	1.417028126
799	1.4169388
800	1.416855443
801	1.41674128
802	1.416660016
803	1.416596336
804	1.416544223
805	1.416459403
806	1.416375514
807	1.416262428
808	1.416148051
809	1.416084294
810	1.416006252
811	1.415920038
812	1.415834741
813	1.415768811
814	1.415687739
815	1.415621392
816	1.415567573
817	1.415500144
818	1.415437958
819	1.415379932
820	1.415296245
821	1.415246634
822	1.415162481
823	1.415084343
824	1.414991207
825	1.414910294
826	1.414811283
827	1.41473672
828	1.414647606
829	1.414568451
830	1.414485414
831	1.414404831
832	1.414372796
833	1.414299668
834	1.414195373
835	1.414091106
836	1.414016186
837	1.413931995
838	1.413850957
839	1.413740803
840	1.413648108
841	1.413565969
842	1.413518959
843	1.413462302
844	1.413367429
845	1.413294813
846	1.413192876
847	1.413136058
848	1.413020575
849	1.412951413
850	1.412851278
851	1.412734364
852	1.412636386
853	1.412573664
854	1.412492953
855	1.412445055
856	1.412377811
857	1.412274437
858	1.412200773
859	1.412105404
860	1.412003442
861	1.411925652
862	1.411840279
863	1.411753883
864	1.411681117
865	1.411597526
866	1.411519481
867	1.411445825
868	1.411369231
869	1.411295232
870	1.411235212
871	1.411157202
872	1.411075931
873	1.411018244
874	1.410949284
875	1.410865208
876	1.410779639
877	1.410704721
878	1.410630792
879	1.410557663
880	1.410464694
881	1.410349826
882	1.410275039
883	1.410164082
884	1.410086551
885	1.41001398
886	1.409973971
887	1.409868834
888	1.409809895
889	1.409728385
890	1.409623013
891	1.40951289
892	1.409407696
893	1.409354954
894	1.409246524
895	1.409163913
896	1.409100836
897	1.408995966
898	1.408910921
899	1.408839371
900	1.408763503
901	1.40869772
902	1.408616724
903	1.408524772
904	1.408438984
905	1.408386967
906	1.408293313
907	1.408208149
908	1.408137502
909	1.408062867
910	1.407982162
911	1.407912125
912	1.407814716
913	1.407726099
914	1.407643043
915	1.407581777
916	1.407487771
917	1.407418865
918	1.407325581
919	1.407239294
920	1.407173086
921	1.407093582
922	1.406998658
923	1.406937655
924	1.406868244
925	1.406800147
926	1.406722795
927	1.406615782
928	1.406520109
929	1.406453157
930	1.406385737
931	1.406284861
932	1.406226922
933	1.406167573
934	1.406074508
935	1.406021719
936	1.405951616
937	1.405882667
938	1.405776857
939	1.405674989
940	1.405600894
941	1.405524167
942	1.405436111
943	1.405354282
944	1.405267191
945	1.405178394
946	1.405082204
947	1.405036242
948	1.404963752
949	1.40491083
950	1.40481904
951	1.40473135
952	1.404664557
953	1.404584782
954	1.404536587
955	1.404475632
956	1.404386409
957	1.404303302
958	1.404218933
959	1.404133518
960	1.404046333
961	1.403959521
962	1.403863804
963	1.403786941
964	1.403728909
965	1.403678309
966	1.403610672
967	1.403515552
968	1.40342122
969	1.403325024
970	1.403266013
971	1.403191833
972	1.403120319
973	1.403055513
974	1.402953852
975	1.402899038
976	1.40280997
977	1.40273136
978	1.402638757
979	1.402568122
980	1.402471059
981	1.402393076
982	1.402285363
983	1.402204009
984	1.402142847
985	1.40204506
986	1.401978804
987	1.40187894
988	1.401806112
989	1.40169
990	1.401606048
991	1.401517701
992	1.40143564
993	1.401365283
994	1.401282825
995	1.401201253
996	1.401130888
997	1.401019604
998	1.40093676
999	1.400862579
